kind	class	method	param	index	uri
METHOD	org.cache2k.Cache	get(K)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	getEntry(K)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	peek(K)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	peekEntry(K)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	peekAndReplace(K,V)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	peekAndRemove(K)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	peekAndPut(K,V)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache	invoke(K,org.cache2k.processor.EntryProcessor)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.Cache$1	process(org.cache2k.processor.MutableCacheEntry)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/Cache.java
METHOD	org.cache2k.KeyValueSource	get(K)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/KeyValueSource.java
METHOD	org.cache2k.CacheEntry	getException()	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CacheEntry.java
METHOD	org.cache2k.CacheEntry	getExceptionInfo()	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/CacheEntry.java
METHOD	org.cache2k.processor.EntryProcessor	process(org.cache2k.processor.MutableCacheEntry)	null	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/processor/EntryProcessor.java
FIELD	org.cache2k.config.Cache2kConfig	null	name	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	keyType	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	valueType	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	expireAfterWrite	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	timerLag	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	loaderExecutor	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	refreshExecutor	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
FIELD	org.cache2k.config.Cache2kConfig	null	asyncListenerExecutor	null	/Users/nima/Developer/annotator-run/src/main/java/org/cache2k/config/Cache2kConfig.java
